text,label,source_note
A useful way to frame this is that cafe 3 One commenter summarized Cafe 3 as mostly mediocre and sometimes bad.,grounded_advice,dining_cal_food_2022.md
The practical takeaway seems to be that the brevity makes the judgment easy to retrieve but provides little explanation of which meals caused it.,grounded_advice,dining_cal_food_2022.md
"A useful way to frame this is that longer sources add complaints about repetition, dry fish, and inconsistent rice.",grounded_advice,dining_cal_food_2022.md
"I would not treat this as universal, but crossroads The same comparison described Crossroads as good more often than not and only occasionally mediocre.",grounded_advice,dining_cal_food_2022.md
"The practical takeaway seems to be that other students disagree, calling some Crossroads meals bland.",grounded_advice,dining_cal_food_2022.md
"For someone making a decision, the important detail is that the fair summary is that Crossroads often wins direct comparisons with Cafe 3 but does not receive universal praise.",grounded_advice,dining_cal_food_2022.md
"For someone making a decision, the important detail is that meal plan alternative A commenter advised considering CalFresh and buying groceries instead of relying entirely on a meal plan.",grounded_advice,dining_cal_food_2022.md
"For someone making a decision, the important detail is that that suggestion involved eligibility and a historical monthly benefit estimate.",grounded_advice,dining_cal_food_2022.md
"The practical takeaway seems to be that the corpus can report that students discuss grocery assistance as an alternative, but it cannot provide current eligibility or benefit amounts.",grounded_advice,dining_cal_food_2022.md
The practical takeaway seems to be that evidence quality Short comments are useful signals of sentiment but weak evidence for detailed questions.,grounded_advice,dining_cal_food_2022.md
"I would not treat this as universal, but they should be retrieved alongside more descriptive accounts.",grounded_advice,dining_cal_food_2022.md
"For someone making a decision, the important detail is that a ranking based only on this source would exaggerate confidence because the reasons behind the ratings are mostly unstated.",grounded_advice,dining_cal_food_2022.md
"The practical takeaway seems to be that conflicting experience Students' standards differ based on budget, prior food, dietary needs, and convenience.",grounded_advice,dining_cal_food_2022.md
The practical takeaway seems to be that someone living next to Cafe 3 may value proximity more than another student values a particular Crossroads station.,grounded_advice,dining_cal_food_2022.md
"For someone making a decision, the important detail is that the project should answer in terms of reported patterns and avoid converting these comments into objective restaurant reviews.",grounded_advice,dining_cal_food_2022.md
"For someone making a decision, the important detail is that current-information limit Meal plans, CalFresh benefits, menus, and operating hours can change.",grounded_advice,dining_cal_food_2022.md
"For someone making a decision, the important detail is that this document only captures what students discussed in 2022.",grounded_advice,dining_cal_food_2022.md
The comparison matters because the guide must decline requests for current prices or policy details unless newer documents are deliberately added.,grounded_advice,dining_cal_food_2022.md
"I would not treat this as universal, but crossroads overview A student who regularly chose Crossroads rated the overall experience around six out of ten.",grounded_advice,dining_dorm_halls_2020.md
A useful way to frame this is that they described the food of the day as ranging from acceptable to good rather than consistently excellent.,grounded_advice,dining_dorm_halls_2020.md
A useful way to frame this is that this moderate review helps balance both enthusiastic and strongly negative comments elsewhere.,grounded_advice,dining_dorm_halls_2020.md
A useful way to frame this is that pizza and pasta The pizza was described as acceptable and the pasta as ordinary.,grounded_advice,dining_dorm_halls_2020.md
"The practical takeaway seems to be that these staples were not presented as destination meals, but they could serve as predictable choices.",grounded_advice,dining_dorm_halls_2020.md
The practical takeaway seems to be that the account again suggests that reliability and convenience may matter more than finding the single best dish.,grounded_advice,dining_dorm_halls_2020.md
The practical takeaway seems to be that healthy options The Bear Fit or health-oriented options were called bland by this reviewer.,grounded_advice,dining_dorm_halls_2020.md
The practical takeaway seems to be that that is a taste judgment rather than a nutritional assessment.,grounded_advice,dining_dorm_halls_2020.md
"For someone making a decision, the important detail is that the corpus contains too little evidence to rank halls by healthfulness, dietary adequacy, or medical suitability.",grounded_advice,dining_dorm_halls_2020.md
"The practical takeaway seems to be that desserts and sandwiches Desserts could be good, while the build-your-own sandwich station used generic ingredients and felt unremarkable.",grounded_advice,dining_dorm_halls_2020.md
"The practical takeaway seems to be that even so, customizable sandwiches represent a useful fallback when the rotating entree is unappealing.",grounded_advice,dining_dorm_halls_2020.md
The comparison matters because other threads similarly mention salad and sandwich bars as dependable backups.,grounded_advice,dining_dorm_halls_2020.md
The practical takeaway seems to be that other halls Another participant asserted that Foothill had the best food and Cafe 3 the worst.,grounded_advice,dining_dorm_halls_2020.md
"For someone making a decision, the important detail is that the claim conflicts with comments that dislike Foothill or enjoy specific Cafe 3 meals.",grounded_advice,dining_dorm_halls_2020.md
"For someone making a decision, the important detail is that it should be surfaced as one preference, especially for a question asking which hall is best.",grounded_advice,dining_dorm_halls_2020.md
"For someone making a decision, the important detail is that overall lesson The thread supports a middle-ground view of Crossroads: broad enough to provide acceptable choices, with some good items and some bland ones.",grounded_advice,dining_dorm_halls_2020.md
"I would not treat this as universal, but dining-hall comparisons are especially sensitive to the date, menu cycle, dietary needs, and the individual reviewer's expectations.",grounded_advice,dining_dorm_halls_2020.md
A useful way to frame this is that preferred halls One student named Crossroads and Foothill as their preferred dining halls.,grounded_advice,dining_halls_2024.md
A useful way to frame this is that the preference was not based on every entree being excellent.,grounded_advice,dining_halls_2024.md
The comparison matters because it was based partly on finding a few options that were more predictable when other offerings were bland.,grounded_advice,dining_halls_2024.md
The practical takeaway seems to be that lemongrass station The weekday Lemongrass station at Crossroads was called relatively consistent.,grounded_advice,dining_halls_2024.md
"For someone making a decision, the important detail is that the student valued having one station they could choose even when the rest of the menu did not appeal.",grounded_advice,dining_halls_2024.md
"The comparison matters because because the report refers to a past school year, it should not be used to promise current hours or menu availability.",grounded_advice,dining_halls_2024.md
A useful way to frame this is that rice Rice at the Lemongrass station was described as more consistently cooked than rice elsewhere.,grounded_advice,dining_halls_2024.md
"A useful way to frame this is that the same commenter said rice quality across dining halls could be hit or miss, though even imperfect rice was usually tolerable to them.",grounded_advice,dining_halls_2024.md
A useful way to frame this is that other threads contain stronger complaints about undercooked rice at both Cafe 3 and Crossroads.,grounded_advice,dining_halls_2024.md
The comparison matters because variety Crossroads was valued for choice rather than uniformly high quality.,grounded_advice,dining_halls_2024.md
The comparison matters because a larger selection makes it more likely that a diner will find one acceptable station.,grounded_advice,dining_halls_2024.md
"A useful way to frame this is that that is different from saying every dish is dependable, and a grounded answer should preserve the distinction.",grounded_advice,dining_halls_2024.md
"For someone making a decision, the important detail is that foothill Foothill was paired with Crossroads as a preferred option, but this thread's visible discussion offered less detail about why.",grounded_advice,dining_halls_2024.md
The comparison matters because other sources praise its views and some main dishes while warning that lower-volume service may run out.,grounded_advice,dining_halls_2024.md
"The practical takeaway seems to be that the combined corpus gives Foothill a mixed, not definitive, recommendation.",grounded_advice,dining_halls_2024.md
"I would not treat this as universal, but practical takeaway The evidence supports a strategy of identifying a dependable station and checking the menu rather than selecting a hall solely by reputation.",grounded_advice,dining_halls_2024.md
"For someone making a decision, the important detail is that crossroads may reduce risk through variety, while the strongest specific consistency claim concerns the weekday Lemongrass station in this student's past experience.",grounded_advice,dining_halls_2024.md
"For someone making a decision, the important detail is that overall disagreement Participants challenged the idea that Berkeley dining is uniformly bad.",grounded_advice,dining_positive_2023.md
"The practical takeaway seems to be that some said they enjoyed or even craved particular dishes while on a meal plan, while others called the experience hit or miss.",grounded_advice,dining_positive_2023.md
A useful way to frame this is that several comments implied that expectations and prior school-food experience strongly shape the rating.,grounded_advice,dining_positive_2023.md
The practical takeaway seems to be that crossroads and Foothill One student said Crossroads and Foothill usually offered better variety than Cafe 3 or Clark Kerr.,grounded_advice,dining_positive_2023.md
The comparison matters because salad and sandwich bars were described as dependable backups when the main dish lacked flavor.,grounded_advice,dining_positive_2023.md
The practical takeaway seems to be that this praise was qualified by separate complaints about rice and inconsistent entrees.,grounded_advice,dining_positive_2023.md
A useful way to frame this is that vegetarian and vegan dishes Students specifically praised vegetable eggplant moussaka-like dishes and Korean fried tofu.,grounded_advice,dining_positive_2023.md
"The comparison matters because fake-meat-heavy meals drew criticism, with soyrizo and portobello mushrooms named as better exceptions.",grounded_advice,dining_positive_2023.md
The practical takeaway seems to be that the discussion suggests that plant-based diners may prefer particular dishes rather than treating every labeled option as equally successful.,grounded_advice,dining_positive_2023.md
"The comparison matters because clark Kerr dining A detailed positive review praised Clark Kerr for dishes such as salmon, ribs, pasta, pizza, macaroni and cheese, its salad bar, outdoor seating, and atmosphere.",grounded_advice,dining_positive_2023.md
The practical takeaway seems to be that the hall was described as relaxed with engaged staff.,grounded_advice,dining_positive_2023.md
"For someone making a decision, the important detail is that other students in housing discussions called its food only average, so this enthusiastic account is not a consensus.",grounded_advice,dining_positive_2023.md
this dining hall is honestly terrible. Overall reaction One commenter reported gradually becoming unhappy with Cafe 3 rather than rejecting it after one meal.,unsupported_take,dining_cafe3_2019.md
the dining situation proves Berkeley does not have it together. They described the food as ordinary cafeteria fare and said repeated exposure reduced their enjoyment of eating.,unsupported_take,dining_cafe3_2019.md
"the dining situation is the only choice that makes sense. This is one strong negative experience, not a representative survey of every diner.",unsupported_take,dining_cafe3_2019.md
this dining hall is honestly terrible. Repeated use The comment describes dissatisfaction growing while Cafe 3 was a regular option.,unsupported_take,dining_cafe3_2019.md
"this dining hall proves Berkeley does not have it together. It does not establish that the menu repeated on a fixed cycle, so the evidence supports a change in one diner's reaction rather than a specific claim about menu rotation.",unsupported_take,dining_cafe3_2019.md
that meal plan is obviously overrated. Scale The student acknowledged that a dining hall serving thousands of people cannot guarantee restaurant-level food.,unsupported_take,dining_cafe3_2019.md
campus food is the only choice that makes sense. Their criticism focused less on expecting luxury and more on whether the available meals remained appetizing enough for regular use.,unsupported_take,dining_cafe3_2019.md
"the dining situation is not worth defending. Large-scale service was treated as context, not a complete excuse.",unsupported_take,dining_cafe3_2019.md
the dining situation is honestly terrible. Personal impact The commenter linked dissatisfaction with eating less and losing weight.,unsupported_take,dining_cafe3_2019.md
campus food is obviously overrated. This was a personal account and should not be interpreted as a medical claim about the dining hall.,unsupported_take,dining_cafe3_2019.md
the dining situation is the only choice that makes sense. It does show that dining preferences can affect how consistently a student uses a meal plan.,unsupported_take,dining_cafe3_2019.md
campus food proves Berkeley does not have it together. Conflicting views Other Berkeley dining discussions are less negative about Cafe 3.,unsupported_take,dining_cafe3_2019.md
"that meal plan is the only choice that makes sense. Some students praise specific soul-food or halal offerings, and a later thread calls its quality acceptable relative to other halls.",unsupported_take,dining_cafe3_2019.md
the dining situation is the only choice that makes sense. A grounded answer should therefore attribute the strong criticism to this experience rather than state that everyone dislikes Cafe 3.,unsupported_take,dining_cafe3_2019.md
that meal plan proves Berkeley does not have it together. Practical takeaway The useful student advice is to inspect the daily menu and maintain alternatives instead of assuming every meal at the nearest hall will suit one person's tastes.,unsupported_take,dining_cafe3_2019.md
"the dining situation is not worth defending. Cafe 3's location may still be convenient for Unit 3 residents, but convenience did not overcome this reviewer's dissatisfaction.",unsupported_take,dining_cafe3_2019.md
this dining hall is the only choice that makes sense. Cafe 3 One commenter summarized Cafe 3 as mostly mediocre and sometimes bad.,unsupported_take,dining_cal_food_2022.md
campus food proves Berkeley does not have it together. The brevity makes the judgment easy to retrieve but provides little explanation of which meals caused it.,unsupported_take,dining_cal_food_2022.md
"that meal plan proves Berkeley does not have it together. Longer sources add complaints about repetition, dry fish, and inconsistent rice.",unsupported_take,dining_cal_food_2022.md
the dining situation is the only choice that makes sense. Crossroads The same comparison described Crossroads as good more often than not and only occasionally mediocre.,unsupported_take,dining_cal_food_2022.md
"campus food is honestly terrible. Other students disagree, calling some Crossroads meals bland.",unsupported_take,dining_cal_food_2022.md
the dining situation proves Berkeley does not have it together. The fair summary is that Crossroads often wins direct comparisons with Cafe 3 but does not receive universal praise.,unsupported_take,dining_cal_food_2022.md
this dining hall is the only choice that makes sense. Meal plan alternative A commenter advised considering CalFresh and buying groceries instead of relying entirely on a meal plan.,unsupported_take,dining_cal_food_2022.md
that meal plan is honestly terrible. That suggestion involved eligibility and a historical monthly benefit estimate.,unsupported_take,dining_cal_food_2022.md
"the dining situation is not worth defending. The corpus can report that students discuss grocery assistance as an alternative, but it cannot provide current eligibility or benefit amounts.",unsupported_take,dining_cal_food_2022.md
the dining situation proves Berkeley does not have it together. Evidence quality Short comments are useful signals of sentiment but weak evidence for detailed questions.,unsupported_take,dining_cal_food_2022.md
this dining hall is honestly terrible. They should be retrieved alongside more descriptive accounts.,unsupported_take,dining_cal_food_2022.md
this dining hall is honestly terrible. A ranking based only on this source would exaggerate confidence because the reasons behind the ratings are mostly unstated.,unsupported_take,dining_cal_food_2022.md
"that meal plan proves Berkeley does not have it together. Conflicting experience Students' standards differ based on budget, prior food, dietary needs, and convenience.",unsupported_take,dining_cal_food_2022.md
the dining situation is the only choice that makes sense. Someone living next to Cafe 3 may value proximity more than another student values a particular Crossroads station.,unsupported_take,dining_cal_food_2022.md
that meal plan is the only choice that makes sense. The project should answer in terms of reported patterns and avoid converting these comments into objective restaurant reviews.,unsupported_take,dining_cal_food_2022.md
"this dining hall is obviously overrated. Current-information limit Meal plans, CalFresh benefits, menus, and operating hours can change.",unsupported_take,dining_cal_food_2022.md
campus food is honestly terrible. This document only captures what students discussed in 2022.,unsupported_take,dining_cal_food_2022.md
campus food proves Berkeley does not have it together. The guide must decline requests for current prices or policy details unless newer documents are deliberately added.,unsupported_take,dining_cal_food_2022.md
this dining hall is not worth defending. Crossroads overview A student who regularly chose Crossroads rated the overall experience around six out of ten.,unsupported_take,dining_dorm_halls_2020.md
that meal plan is not worth defending. They described the food of the day as ranging from acceptable to good rather than consistently excellent.,unsupported_take,dining_dorm_halls_2020.md
campus food is not worth defending. This moderate review helps balance both enthusiastic and strongly negative comments elsewhere.,unsupported_take,dining_dorm_halls_2020.md
the dining situation proves Berkeley does not have it together. Pizza and pasta The pizza was described as acceptable and the pasta as ordinary.,unsupported_take,dining_dorm_halls_2020.md
"campus food is the only choice that makes sense. These staples were not presented as destination meals, but they could serve as predictable choices.",unsupported_take,dining_dorm_halls_2020.md
the dining situation is honestly terrible. The account again suggests that reliability and convenience may matter more than finding the single best dish.,unsupported_take,dining_dorm_halls_2020.md
campus food is honestly terrible. Healthy options The Bear Fit or health-oriented options were called bland by this reviewer.,unsupported_take,dining_dorm_halls_2020.md
this dining hall is obviously overrated. That is a taste judgment rather than a nutritional assessment.,unsupported_take,dining_dorm_halls_2020.md
"the dining situation is honestly terrible. The corpus contains too little evidence to rank halls by healthfulness, dietary adequacy, or medical suitability.",unsupported_take,dining_dorm_halls_2020.md
"campus food proves Berkeley does not have it together. Desserts and sandwiches Desserts could be good, while the build-your-own sandwich station used generic ingredients and felt unremarkable.",unsupported_take,dining_dorm_halls_2020.md
"that meal plan is obviously overrated. Even so, customizable sandwiches represent a useful fallback when the rotating entree is unappealing.",unsupported_take,dining_dorm_halls_2020.md
campus food is honestly terrible. Other threads similarly mention salad and sandwich bars as dependable backups.,unsupported_take,dining_dorm_halls_2020.md
this dining hall proves Berkeley does not have it together. Other halls Another participant asserted that Foothill had the best food and Cafe 3 the worst.,unsupported_take,dining_dorm_halls_2020.md
the dining situation is not worth defending. The claim conflicts with comments that dislike Foothill or enjoy specific Cafe 3 meals.,unsupported_take,dining_dorm_halls_2020.md
"the dining situation is obviously overrated. It should be surfaced as one preference, especially for a question asking which hall is best.",unsupported_take,dining_dorm_halls_2020.md
"campus food proves Berkeley does not have it together. Overall lesson The thread supports a middle-ground view of Crossroads: broad enough to provide acceptable choices, with some good items and some bland ones.",unsupported_take,dining_dorm_halls_2020.md
"the dining situation proves Berkeley does not have it together. Dining-hall comparisons are especially sensitive to the date, menu cycle, dietary needs, and the individual reviewer's expectations.",unsupported_take,dining_dorm_halls_2020.md
that meal plan is the only choice that makes sense. Preferred halls One student named Crossroads and Foothill as their preferred dining halls.,unsupported_take,dining_halls_2024.md
the dining situation proves Berkeley does not have it together. The preference was not based on every entree being excellent.,unsupported_take,dining_halls_2024.md
the dining situation is obviously overrated. It was based partly on finding a few options that were more predictable when other offerings were bland.,unsupported_take,dining_halls_2024.md
the dining situation is the only choice that makes sense. Lemongrass station The weekday Lemongrass station at Crossroads was called relatively consistent.,unsupported_take,dining_halls_2024.md
this dining hall is not worth defending. The student valued having one station they could choose even when the rest of the menu did not appeal.,unsupported_take,dining_halls_2024.md
"this dining hall is the only choice that makes sense. Because the report refers to a past school year, it should not be used to promise current hours or menu availability.",unsupported_take,dining_halls_2024.md
this dining hall is the only choice that makes sense. Rice Rice at the Lemongrass station was described as more consistently cooked than rice elsewhere.,unsupported_take,dining_halls_2024.md
"the dining situation is not worth defending. The same commenter said rice quality across dining halls could be hit or miss, though even imperfect rice was usually tolerable to them.",unsupported_take,dining_halls_2024.md
that meal plan is honestly terrible. Other threads contain stronger complaints about undercooked rice at both Cafe 3 and Crossroads.,unsupported_take,dining_halls_2024.md
this dining hall is obviously overrated. Variety Crossroads was valued for choice rather than uniformly high quality.,unsupported_take,dining_halls_2024.md
that meal plan is not worth defending. A larger selection makes it more likely that a diner will find one acceptable station.,unsupported_take,dining_halls_2024.md
"that meal plan is the only choice that makes sense. That is different from saying every dish is dependable, and a grounded answer should preserve the distinction.",unsupported_take,dining_halls_2024.md
"that meal plan is not worth defending. Foothill Foothill was paired with Crossroads as a preferred option, but this thread's visible discussion offered less detail about why.",unsupported_take,dining_halls_2024.md
this dining hall proves Berkeley does not have it together. Other sources praise its views and some main dishes while warning that lower-volume service may run out.,unsupported_take,dining_halls_2024.md
"the dining situation proves Berkeley does not have it together. The combined corpus gives Foothill a mixed, not definitive, recommendation.",unsupported_take,dining_halls_2024.md
this dining hall is the only choice that makes sense. Practical takeaway The evidence supports a strategy of identifying a dependable station and checking the menu rather than selecting a hall solely by reputation.,unsupported_take,dining_halls_2024.md
"that meal plan proves Berkeley does not have it together. Crossroads may reduce risk through variety, while the strongest specific consistency claim concerns the weekday Lemongrass station in this student's past experience.",unsupported_take,dining_halls_2024.md
the dining situation is obviously overrated. Overall disagreement Participants challenged the idea that Berkeley dining is uniformly bad.,unsupported_take,dining_positive_2023.md
"the dining situation proves Berkeley does not have it together. Some said they enjoyed or even craved particular dishes while on a meal plan, while others called the experience hit or miss.",unsupported_take,dining_positive_2023.md
the dining situation is honestly terrible. Several comments implied that expectations and prior school-food experience strongly shape the rating.,unsupported_take,dining_positive_2023.md
campus food is not worth defending. Crossroads and Foothill One student said Crossroads and Foothill usually offered better variety than Cafe 3 or Clark Kerr.,unsupported_take,dining_positive_2023.md
this dining hall proves Berkeley does not have it together. Salad and sandwich bars were described as dependable backups when the main dish lacked flavor.,unsupported_take,dining_positive_2023.md
the dining situation is honestly terrible. This praise was qualified by separate complaints about rice and inconsistent entrees.,unsupported_take,dining_positive_2023.md
the dining situation is not worth defending. Vegetarian and vegan dishes Students specifically praised vegetable eggplant moussaka-like dishes and Korean fried tofu.,unsupported_take,dining_positive_2023.md
"this dining hall is the only choice that makes sense. Fake-meat-heavy meals drew criticism, with soyrizo and portobello mushrooms named as better exceptions.",unsupported_take,dining_positive_2023.md
the dining situation is obviously overrated. The discussion suggests that plant-based diners may prefer particular dishes rather than treating every labeled option as equally successful.,unsupported_take,dining_positive_2023.md
"this dining hall is not worth defending. Clark Kerr dining A detailed positive review praised Clark Kerr for dishes such as salmon, ribs, pasta, pizza, macaroni and cheese, its salad bar, outdoor seating, and atmosphere.",unsupported_take,dining_positive_2023.md
the dining situation proves Berkeley does not have it together. The hall was described as relaxed with engaged staff.,unsupported_take,dining_positive_2023.md
"campus food is not worth defending. Other students in housing discussions called its food only average, so this enthusiastic account is not a consensus.",unsupported_take,dining_positive_2023.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_cafe3_2019.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cafe3_2019.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cafe3_2019.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cafe3_2019.md
Dining hall discourse is so dramatic.,reactive_noise,dining_cafe3_2019.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cafe3_2019.md
Dining hall discourse is so dramatic.,reactive_noise,dining_cafe3_2019.md
Every food thread makes me lose hope.,reactive_noise,dining_cafe3_2019.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cafe3_2019.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_cafe3_2019.md
The dining takes are getting ridiculous again.,reactive_noise,dining_cafe3_2019.md
The dining takes are getting ridiculous again.,reactive_noise,dining_cafe3_2019.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cafe3_2019.md
Every food thread makes me lose hope.,reactive_noise,dining_cafe3_2019.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_cafe3_2019.md
The dining takes are getting ridiculous again.,reactive_noise,dining_cafe3_2019.md
Dining hall discourse is so dramatic.,reactive_noise,dining_cal_food_2022.md
Every food thread makes me lose hope.,reactive_noise,dining_cal_food_2022.md
Dining hall discourse is so dramatic.,reactive_noise,dining_cal_food_2022.md
The dining takes are getting ridiculous again.,reactive_noise,dining_cal_food_2022.md
Every food thread makes me lose hope.,reactive_noise,dining_cal_food_2022.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cal_food_2022.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cal_food_2022.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cal_food_2022.md
Every food thread makes me lose hope.,reactive_noise,dining_cal_food_2022.md
Every food thread makes me lose hope.,reactive_noise,dining_cal_food_2022.md
The dining takes are getting ridiculous again.,reactive_noise,dining_cal_food_2022.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cal_food_2022.md
Every food thread makes me lose hope.,reactive_noise,dining_cal_food_2022.md
Every food thread makes me lose hope.,reactive_noise,dining_cal_food_2022.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cal_food_2022.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cal_food_2022.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_cal_food_2022.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_cal_food_2022.md
The dining takes are getting ridiculous again.,reactive_noise,dining_dorm_halls_2020.md
Dining hall discourse is so dramatic.,reactive_noise,dining_dorm_halls_2020.md
Dining hall discourse is so dramatic.,reactive_noise,dining_dorm_halls_2020.md
Dining hall discourse is so dramatic.,reactive_noise,dining_dorm_halls_2020.md
Every food thread makes me lose hope.,reactive_noise,dining_dorm_halls_2020.md
Every food thread makes me lose hope.,reactive_noise,dining_dorm_halls_2020.md
Every food thread makes me lose hope.,reactive_noise,dining_dorm_halls_2020.md
Every food thread makes me lose hope.,reactive_noise,dining_dorm_halls_2020.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_dorm_halls_2020.md
Every food thread makes me lose hope.,reactive_noise,dining_dorm_halls_2020.md
Every food thread makes me lose hope.,reactive_noise,dining_dorm_halls_2020.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_dorm_halls_2020.md
Every food thread makes me lose hope.,reactive_noise,dining_dorm_halls_2020.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_dorm_halls_2020.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_dorm_halls_2020.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_dorm_halls_2020.md
The dining takes are getting ridiculous again.,reactive_noise,dining_dorm_halls_2020.md
Dining hall discourse is so dramatic.,reactive_noise,dining_halls_2024.md
Dining hall discourse is so dramatic.,reactive_noise,dining_halls_2024.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_halls_2024.md
Every food thread makes me lose hope.,reactive_noise,dining_halls_2024.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_halls_2024.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_halls_2024.md
Dining hall discourse is so dramatic.,reactive_noise,dining_halls_2024.md
Dining hall discourse is so dramatic.,reactive_noise,dining_halls_2024.md
Dining hall discourse is so dramatic.,reactive_noise,dining_halls_2024.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_halls_2024.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_halls_2024.md
Dining hall discourse is so dramatic.,reactive_noise,dining_halls_2024.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_halls_2024.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_halls_2024.md
Every food thread makes me lose hope.,reactive_noise,dining_halls_2024.md
The dining takes are getting ridiculous again.,reactive_noise,dining_halls_2024.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_halls_2024.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_positive_2023.md
Every food thread makes me lose hope.,reactive_noise,dining_positive_2023.md
Dining hall discourse is so dramatic.,reactive_noise,dining_positive_2023.md
Every food thread makes me lose hope.,reactive_noise,dining_positive_2023.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_positive_2023.md
Every food thread makes me lose hope.,reactive_noise,dining_positive_2023.md
Dining hall discourse is so dramatic.,reactive_noise,dining_positive_2023.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_positive_2023.md
Every food thread makes me lose hope.,reactive_noise,dining_positive_2023.md
I cannot believe we are arguing about rice this much.,reactive_noise,dining_positive_2023.md
Every food thread makes me lose hope.,reactive_noise,dining_positive_2023.md
"I just wanted dinner, not a campus-wide debate.",reactive_noise,dining_positive_2023.md
